strain	gene	Orthogroup	class
NIC1792	g21889	OG0000086	accessory
NIC1792	g21890	OG0000086	accessory
NIC1792	g21891	OG0026483	accessory
NIC1792	g21892	OG0002018	core
NIC1792	g21893	OG0008067	core
NIC1792	g21894	OG0015606	accessory
NIC1792	g21895	OG0003489	core
NIC1792	g22157	OG0007677	core
NIC1792	g22450	OG0015011	core
NIC1792	g22451	OG0015010	core
NIC1810	g1694	OG0000145	accessory
NIC1810	g1695	OG0004100	accessory
NIC1810	g1696	OG0007082	core
NIC1810	g1697	OG0007083	accessory
NIC1810	g1698	OG0001518	core
NIC1810	g1699	OG0003095	core
NIC1810	g1700	OG0007084	core
NIC1810	g1701	OG0007085	core
NIC1810	g1702	OG0022830	accessory
NIC1810	g1703	OG0001314	core
NIC1810	g1704	OG0001314	core
NIC1810	g1705	OG0007086	core
NIC1810	g1706	OG0021638	accessory
NIC1810	g1707	OG0022652	accessory
NIC1810	g1708	OG0021802	accessory
NIC1810	g1709	OG0022821	accessory
NIC1810	g1725	OG0007094	core
NIC1810	g1726	OG0007095	core
NIC1810	g1727	OG0020859	accessory
NIC1810	g1753	OG0000681	accessory
NIC1810	g1754	OG0000358	accessory
NIC1810	g1755	OG0016895	accessory
NIC1810	g1756	OG0016896	accessory
NIC1810	g1757	OG0017038	accessory
NIC1810	g1830	OG0017259	accessory
NIC1810	g1831	OG0020119	accessory
NIC1810	g1832	OG0020120	accessory
NIC1810	g1833	OG0026541	accessory
NIC1810	g1834	OG0002547	core
NIC1810	g1835	OG0026803	accessory
NIC1810	g1882	OG0015778	accessory
NIC1810	g1883	OG0032559	accessory
NIC1810	g1884	OG0017581	accessory
NIC1810	g1885	OG0024039	accessory
NIC1810	g1886	OG0018057	accessory
NIC1810	g1900	OG0001712	accessory
NIC1810	g1901	OG0016687	accessory
NIC1810	g1902	OG0000318	accessory
NIC1810	g1903	OG0000318	accessory
NIC1810	g1904	OG0000241	accessory
NIC1810	g1905	OG0017150	accessory
NIC1810	g1931	OG0018861	accessory
NIC1810	g1932	OG0021839	accessory
NIC1810	g1933	OG0023216	accessory
NIC1810	g1934	OG0000217	accessory
NIC1810	g1935	OG0007134	core
NIC1810	g1936	OG0007135	core
NIC1810	g1937	OG0007136	core
NIC1810	g1938	OG0003144	core
NIC1810	g1939	OG0022893	accessory
NIC1810	g1940	OG0001951	core
NIC1810	g1941	OG0001952	core
NIC1810	g1942	OG0020845	accessory
NIC1810	g1943	OG0001953	core
NIC1810	g1944	OG0023411	accessory
NIC1810	g1945	OG0017810	accessory
NIC1810	g1946	OG0023524	accessory
NIC1810	g1947	OG0020173	accessory
NIC1810	g1948	OG0019953	accessory
NIC1810	g1949	OG0023781	accessory
NIC1810	g1950	OG0024382	accessory
NIC1810	g1951	OG0022298	accessory
NIC1810	g1952	OG0034958	accessory
NIC1810	g1953	OG0020713	accessory
NIC1810	g1954	OG0021038	accessory
NIC1810	g1955	OG0021167	accessory
NIC1810	g1956	OG0019214	accessory
NIC1810	g1957	OG0019214	accessory
NIC1810	g1958	OG0003260	accessory
NIC1810	g1959	OG0001954	core
NIC1810	g1960	OG0036282	accessory
NIC1810	g1961	OG0022144	accessory
NIC1810	g1962	OG0000356	accessory
NIC1810	g1963	OG0017892	accessory
NIC1810	g1964	OG0020963	accessory
NIC1810	g1965	OG0003130	accessory
NIC1810	g1966	OG0018452	accessory
NIC1810	g1967	OG0028854	accessory
NIC1810	g1968	OG0007137	core
NIC1810	g1969	OG0003971	core
NIC1810	g1970	OG0016707	accessory
NIC1810	g1971	OG0018157	accessory
NIC1810	g1972	OG0001043	core
NIC1810	g1973	OG0020164	accessory
NIC1810	g1974	OG0001044	core
NIC1810	g1975	OG0017179	accessory
NIC1810	g1984	OG0024827	accessory
NIC1810	g1986	OG0020067	accessory
NIC1810	g1987	OG0000420	accessory
NIC1810	g1988	OG0031987	accessory
NIC1810	g1989	OG0024047	accessory
NIC1810	g1990	OG0002548	core
NIC1810	g1991	OG0000988	core
NIC1810	g1992	OG0000820	core
NIC1810	g1993	OG0022473	accessory
NIC1810	g1994	OG0020780	accessory
NIC1810	g1995	OG0021774	accessory
NIC1810	g1996	OG0045180	private
NIC1810	g1997	OG0000989	core
NIC1810	g1998	OG0000990	core
NIC1810	g1999	OG0001421	accessory
NIC1810	g2000	OG0002549	core
NIC1810	g2001	OG0007139	core
NIC1810	g2002	OG0036617	accessory
NIC1810	g2003	OG0022855	accessory
NIC1810	g2004	OG0018519	accessory
NIC1810	g2005	OG0000009	core
NIC1810	g2006	OG0000002	core
NIC1810	g2007	OG0000003	core
NIC1810	g2008	OG0000001	core
NIC1810	g2009	OG0007140	core
NIC1810	g2010	OG0007141	core
NIC1810	g2011	OG0007142	core
NIC1810	g2012	OG0007143	core
NIC1810	g2013	OG0001955	core
NIC1810	g2014	OG0001193	core
NIC1810	g2015	OG0023601	accessory
NIC1810	g2016	OG0001956	core
NIC1810	g2017	OG0017941	accessory
NIC1810	g2018	OG0022377	accessory
NIC1810	g2019	OG0022638	accessory
NIC1810	g2020	OG0024045	accessory
NIC1810	g2021	OG0022327	accessory
NIC1810	g2022	OG0031955	accessory
NIC1810	g2023	OG0001422	accessory
NIC1810	g2024	OG0031965	accessory
NIC1810	g2025	OG0020829	accessory
NIC1810	g2026	OG0004049	core
NIC1810	g2027	OG0007144	core
NIC1810	g2028	OG0017986	accessory
NIC1810	g2073	OG0001608	core
NIC1810	g2074	OG0017007	accessory
NIC1810	g2075	OG0001713	core
NIC1810	g2076	OG0007148	core
NIC1810	g2077	OG0007149	core
NIC1810	g2078	OG0007150	core
NIC1810	g2079	OG0019709	accessory
NIC1810	g2080	OG0003710	core
NIC1810	g2081	OG0018004	accessory
NIC1810	g2082	OG0007151	core
NIC1810	g2083	OG0051907	private
NIC1810	g2084	OG0017417	accessory
NIC1810	g2085	OG0019521	accessory
NIC1810	g2086	OG0003194	core
NIC1810	g2087	OG0022717	accessory
NIC1810	g2088	OG0020503	accessory
NIC1810	g2089	OG0019703	accessory
NIC1810	g2090	OG0024857	accessory
NIC1810	g2091	OG0019186	accessory
NIC1810	g2095	OG0019289	accessory
NIC1810	g2096	OG0025504	accessory
NIC1810	g2097	OG0020479	accessory
NIC1810	g2116	OG0003181	core
NIC1810	g2117	OG0007155	core
NIC1810	g2118	OG0003180	core
NIC1810	g2119	OG0016139	accessory
NIC1810	g2120	OG0017260	accessory
NIC1810	g2121	OG0022860	accessory
NIC1810	g2122	OG0024216	accessory
NIC1810	g2123	OG0024764	accessory
NIC1810	g2124	OG0001959	core
NIC1810	g2125	OG0001115	core
NIC1810	g2126	OG0015697	accessory
NIC1810	g2127	OG0007156	core
NIC1810	g2128	OG0007157	core
NIC1810	g2129	OG0007158	core
NIC1810	g2130	OG0001194	core
NIC1810	g2131	OG0023949	accessory
NIC1810	g2132	OG0007159	core
NIC1810	g2133	OG0021529	accessory
NIC1810	g2134	OG0001623	accessory
NIC1810	g2135	OG0018013	accessory
NIC1810	g2136	OG0001315	core
NIC1810	g2137	OG0021088	accessory
NIC1810	g2138	OG0001316	core
NIC1810	g2139	OG0004103	core
NIC1810	g2140	OG0007160	core
NIC1810	g2141	OG0007161	core
NIC1810	g2168	OG0021647	accessory
NIC1810	g2169	OG0033632	accessory
NIC1810	g2170	OG0021072	accessory
NIC1810	g2171	OG0000875	core
NIC1810	g2172	OG0021727	accessory
NIC1810	g2173	OG0021727	accessory
NIC1810	g2174	OG0000730	accessory
NIC1810	g2175	OG0020323	accessory
NIC1810	g2176	OG0020449	accessory
NIC1810	g2177	OG0020481	accessory
NIC1810	g2178	OG0021988	accessory
NIC1810	g2179	OG0021776	accessory
NIC1810	g2180	OG0022672	accessory
NIC1810	g2181	OG0007163	core
NIC1810	g2182	OG0018003	accessory
NIC1810	g2183	OG0021523	accessory
NIC1810	g2184	OG0003217	core
NIC1810	g2185	OG0019777	accessory
NIC1810	g2186	OG0017484	accessory
NIC1810	g2187	OG0002551	core
NIC1810	g2214	OG0007171	core
NIC1810	g2215	OG0001961	core
NIC1810	g2216	OG0017275	accessory
NIC1810	g2217	OG0019485	accessory
NIC1810	g2218	OG0020163	accessory
NIC1810	g2244	OG0028664	accessory
NIC1810	g2245	OG0030635	accessory
NIC1810	g2246	OG0017706	accessory
NIC1810	g2275	OG0031719	accessory
NIC1810	g2276	OG0018522	accessory
NIC1810	g2277	OG0020712	accessory
NIC1810	g2278	OG0023990	accessory
NIC1810	g2279	OG0026045	accessory
NIC1810	g2280	OG0020770	accessory
NIC1810	g2281	OG0025280	accessory
NIC1810	g2282	OG0024627	accessory
NIC1810	g2283	OG0018954	accessory
NIC1810	g2284	OG0020898	accessory
NIC1810	g2285	OG0018705	accessory
NIC1810	g2286	OG0022063	accessory
NIC1810	g2287	OG0018729	accessory
NIC1810	g2288	OG0026457	accessory
NIC1810	g2289	OG0025650	accessory
NIC1810	g2290	OG0019323	accessory
NIC1810	g2291	OG0025778	accessory
NIC1810	g2292	OG0018420	accessory
NIC1810	g2293	OG0018511	accessory
NIC1810	g2294	OG0000118	accessory
NIC1810	g2295	OG0018591	accessory
NIC1810	g2296	OG0019005	accessory
NIC1810	g2297	OG0018910	accessory
NIC1810	g2298	OG0018237	accessory
NIC1810	g2299	OG0018152	accessory
NIC1810	g2300	OG0038264	accessory
NIC1810	g2301	OG0025061	accessory
NIC1810	g2302	OG0019377	accessory
NIC1810	g2303	OG0025637	accessory
NIC1810	g2304	OG0026037	accessory
NIC1810	g2305	OG0024676	accessory
NIC1810	g2306	OG0024250	accessory
NIC1810	g2307	OG0024941	accessory
NIC1810	g2308	OG0024650	accessory
NIC1810	g2309	OG0022658	accessory
NIC1810	g2310	OG0024269	accessory
NIC1810	g2311	OG0024221	accessory
NIC1810	g2312	OG0028167	accessory
NIC1810	g2313	OG0022628	accessory
NIC1810	g2314	OG0020308	accessory
NIC1810	g2315	OG0025412	accessory
NIC1810	g2316	OG0022482	accessory
NIC1810	g2317	OG0024076	accessory
NIC1810	g2318	OG0022093	accessory
NIC1810	g2319	OG0022093	accessory
NIC1810	g2320	OG0022237	accessory
NIC1810	g2321	OG0031010	accessory
NIC1810	g2322	OG0022526	accessory
NIC1810	g2323	OG0020213	accessory
NIC1810	g2324	OG0021547	accessory
NIC1810	g2325	OG0000802	accessory
NIC1810	g2326	OG0021017	accessory
NIC1810	g2327	OG0022714	accessory
NIC1810	g2328	OG0023811	accessory
NIC1810	g2329	OG0024003	accessory
NIC1810	g2330	OG0022479	accessory
NIC1810	g2331	OG0027499	accessory
NIC1810	g2332	OG0020652	accessory
NIC1810	g2333	OG0022558	accessory
NIC1810	g2334	OG0021281	accessory
NIC1810	g2335	OG0022952	accessory
NIC1810	g2336	OG0020831	accessory
NIC1810	g2337	OG0022184	accessory
NIC1810	g2338	OG0022256	accessory
NIC1810	g2339	OG0022253	accessory
NIC1810	g2340	OG0021512	accessory
NIC1810	g2341	OG0021566	accessory
NIC1810	g2342	OG0000266	accessory
NIC1810	g2343	OG0000266	accessory
NIC1810	g2344	OG0021723	accessory
NIC1810	g2345	OG0025034	accessory
NIC1810	g2346	OG0021027	accessory
NIC1810	g2347	OG0020924	accessory
NIC1810	g2348	OG0026250	accessory
NIC1810	g2349	OG0024134	accessory
NIC1810	g2350	OG0025008	accessory
NIC1810	g2351	OG0020901	accessory
NIC1810	g2352	OG0033492	accessory
NIC1810	g2353	OG0023062	accessory
NIC1810	g2354	OG0019234	accessory
NIC1810	g2355	OG0025426	accessory
NIC1810	g2356	OG0020170	accessory
NIC1810	g2357	OG0025671	accessory
NIC1810	g2358	OG0024139	accessory
NIC1810	g2359	OG0024140	accessory
NIC1810	g2360	OG0019866	accessory
NIC1810	g2361	OG0019229	accessory
NIC1810	g2362	OG0019743	accessory
NIC1810	g2363	OG0019765	accessory
NIC1810	g2364	OG0027790	accessory
NIC1810	g2365	OG0020095	accessory
NIC1810	g2366	OG0018466	accessory
NIC1810	g2367	OG0029222	accessory
NIC1810	g2368	OG0027188	accessory
NIC1810	g2369	OG0033437	accessory
NIC1810	g2370	OG0029319	accessory
NIC1810	g2371	OG0031669	accessory
NIC1810	g2372	OG0027217	accessory
NIC1810	g2373	OG0019954	accessory
NIC1810	g2374	OG0019314	accessory
NIC1810	g2375	OG0019693	accessory
NIC1810	g2376	OG0034620	accessory
NIC1810	g2377	OG0022197	accessory
NIC1810	g2377	OG0022197	accessory
NIC1810	g2378	OG0033779	accessory
NIC1810	g2378	OG0033779	accessory
NIC1810	g2379	OG0027221	accessory
NIC1810	g2379	OG0027221	accessory
NIC1810	g2380	OG0019805	accessory
NIC1810	g2380	OG0019805	accessory
NIC1810	g2381	OG0019070	accessory
NIC1810	g2382	OG0018719	accessory
NIC1810	g2383	OG0018823	accessory
NIC1810	g2384	OG0022909	accessory
NIC1810	g2385	OG0019502	accessory
NIC1810	g2386	OG0019681	accessory
NIC1810	g2387	OG0019133	accessory
NIC1810	g2388	OG0019501	accessory
NIC1810	g2389	OG0025803	accessory
NIC1810	g2390	OG0019810	accessory
NIC1810	g2391	OG0020369	accessory
NIC1810	g2392	OG0000347	accessory
NIC1810	g2393	OG0017569	accessory
NIC1810	g2394	OG0030388	accessory
NIC1810	g2395	OG0020162	accessory
NIC1810	g2396	OG0021225	accessory
NIC1810	g2397	OG0003280	accessory
NIC1810	g2413	OG0018535	accessory
NIC1810	g2414	OG0020866	accessory
NIC1810	g2415	OG0018544	accessory
NIC1810	g2416	OG0018223	accessory
NIC1810	g2417	OG0015557	accessory
NIC1810	g2418	OG0020240	accessory
NIC1810	g2419	OG0002570	core
NIC1810	g2420	OG0017862	accessory
NIC1810	g2436	OG0020494	accessory
NIC1810	g2437	OG0022804	accessory
NIC1810	g2438	OG0018055	accessory
NIC1810	g2439	OG0007335	core
NIC1810	g2457	OG0000558	core
NIC1810	g2458	OG0022325	accessory
NIC1810	g2459	OG0001059	accessory
NIC1810	g2460	OG0027489	accessory
NIC1810	g2461	OG0023267	accessory
NIC1810	g2462	OG0001521	accessory
NIC1810	g2463	OG0000694	accessory
NIC1810	g2465	OG0002568	core
NIC1810	g2466	OG0016152	accessory
NIC1810	g2467	OG0001429	core
NIC1810	g2633	OG0000554	accessory
NIC1810	g2634	OG0019245	accessory
NIC1810	g2651	OG0017172	accessory
NIC1810	g2652	OG0017820	accessory
NIC1810	g2653	OG0001976	accessory
NIC1810	g2654	OG0020972	accessory
NIC1810	g2655	OG0021439	accessory
NIC1810	g2656	OG0021645	accessory
NIC1810	g2657	OG0018649	accessory
NIC1810	g2658	OG0000806	accessory
NIC1810	g2659	OG0018059	accessory
NIC1810	g2660	OG0018255	accessory
NIC1810	g2661	OG0029203	private
NIC1810	g2662	OG0023931	accessory
NIC1810	g2663	OG0018691	accessory
NIC1810	g2664	OG0021040	accessory
NIC1810	g2678	OG0007297	core
NIC1810	g2679	OG0022006	accessory
NIC1810	g2680	OG0007296	core
NIC1810	g3042	OG0003635	core
NIC1810	g3043	OG0005664	core
NIC1810	g3044	OG0005663	core
NIC1810	g3045	OG0000304	core
NIC1810	g3051	OG0017704	accessory
NIC1810	g3341	OG0020399	accessory
NIC1810	g5847	OG0002594	core
NIC1810	g5868	OG0018172	accessory
NIC1810	g5869	OG0020113	accessory
NIC1810	g5870	OG0000796	accessory
NIC1810	g5871	OG0023185	accessory
NIC1810	g5872	OG0018336	accessory
NIC1810	g5873	OG0018593	accessory
NIC1810	g5874	OG0037125	accessory
NIC1810	g5875	OG0000662	accessory
NIC1810	g5876	OG0007592	accessory
NIC1810	g5877	OG0016172	accessory
NIC1810	g5878	OG0016171	accessory
NIC1810	g5879	OG0015559	accessory
NIC1810	g5880	OG0018154	accessory
NIC1810	g5907	OG0007581	core
NIC1810	g5908	OG0007580	accessory
NIC1810	g5909	OG0020689	accessory
NIC1810	g5910	OG0017654	accessory
NIC1810	g5911	OG0015687	accessory
NIC1810	g5912	OG0016979	accessory
NIC1810	g5915	OG0000317	accessory
NIC1810	g5916	OG0033700	accessory
NIC1810	g5917	OG0007579	core
NIC1810	g5918	OG0021261	accessory
NIC1810	g5919	OG0001436	core
NIC1810	g5920	OG0007578	core
NIC1810	g5921	OG0001207	accessory
NIC1810	g5922	OG0015601	accessory
NIC1810	g5923	OG0007577	core
NIC1810	g5924	OG0017594	accessory
NIC1810	g5925	OG0020149	accessory
NIC1810	g5926	OG0007576	core
NIC1810	g5938	OG0003251	core
NIC1810	g5939	OG0015647	accessory
NIC1810	g5940	OG0003250	core
NIC1810	g5941	OG0000017	core
NIC1810	g5942	OG0000017	core
NIC1810	g5943	OG0000017	core
NIC1810	g5944	OG0020639	accessory
NIC1810	g5945	OG0020696	accessory
NIC1810	g5946	OG0019454	accessory
NIC1810	g5947	OG0020344	accessory
NIC1810	g5948	OG0000017	core
NIC1810	g5949	OG0015646	accessory
NIC1810	g5950	OG0019772	accessory
NIC1810	g5951	OG0000308	accessory
NIC1810	g5952	OG0000308	accessory
NIC1810	g5953	OG0019630	accessory
NIC1810	g5954	OG0007574	core
NIC1810	g5955	OG0007573	core
NIC1810	g6068	OG0017825	accessory
NIC1810	g6069	OG0000656	core
NIC1810	g6070	OG0007544	core
NIC1810	g6071	OG0017786	accessory
NIC1810	g6072	OG0017898	accessory
NIC1810	g6073	OG0034794	accessory
NIC1810	g6074	OG0029788	accessory
NIC1810	g6075	OG0024398	accessory
NIC1810	g6076	OG0024675	accessory
NIC1810	g6077	OG0021786	accessory
NIC1810	g6078	OG0025283	accessory
NIC1810	g6079	OG0026467	accessory
NIC1810	g6080	OG0032011	accessory
NIC1810	g6081	OG0034802	accessory
NIC1810	g6082	OG0021576	accessory
NIC1810	g6083	OG0034801	accessory
NIC1810	g6084	OG0033897	accessory
NIC1810	g6085	OG0023154	accessory
NIC1810	g6086	OG0022983	accessory
NIC1810	g6087	OG0018962	accessory
NIC1810	g6088	OG0023265	accessory
NIC1810	g6089	OG0028970	accessory
NIC1810	g6097	OG0018741	accessory
NIC1810	g6098	OG0033596	accessory
NIC1810	g6099	OG0017895	accessory
NIC1810	g6100	OG0017894	accessory
NIC1810	g6101	OG0019363	accessory
NIC1810	g6102	OG0016984	accessory
NIC1810	g6103	OG0025027	accessory
NIC1810	g6112	OG0007543	core
NIC1810	g6113	OG0002587	core
NIC1810	g6114	OG0002586	core
NIC1810	g6115	OG0003746	core
NIC1810	g6116	OG0019499	accessory
NIC1810	g6117	OG0007542	core
NIC1810	g6118	OG0000281	core
NIC1810	g6119	OG0019231	accessory
NIC1810	g6120	OG0017121	accessory
NIC1810	g6121	OG0021212	accessory
NIC1810	g6122	OG0017829	accessory
NIC1810	g6123	OG0018039	accessory
NIC1810	g6124	OG0018581	accessory
NIC1810	g6125	OG0018720	accessory
NIC1810	g6126	OG0025662	accessory
NIC1810	g6127	OG0019826	accessory
NIC1810	g6128	OG0017582	accessory
NIC1810	g6129	OG0020838	accessory
NIC1810	g6130	OG0016721	accessory
NIC1810	g6131	OG0020371	accessory
NIC1810	g6132	OG0020697	accessory
NIC1810	g6133	OG0001749	accessory
NIC1810	g6134	OG0000087	accessory
NIC1810	g6135	OG0003742	accessory
NIC1810	g6136	OG0000555	accessory
NIC1810	g6137	OG0023270	accessory
NIC1810	g6181	OG0001434	core
NIC1810	g6182	OG0007532	core
NIC1810	g6183	OG0002585	core
NIC1810	g6214	OG0000615	core
NIC1810	g6215	OG0023092	accessory
NIC1810	g6216	OG0007518	core
NIC1810	g6217	OG0007517	core
NIC1810	g6252	OG0007500	core
NIC1810	g6354	OG0025847	accessory
NIC1810	g6355	OG0024021	accessory
NIC1810	g6356	OG0024021	accessory
NIC1810	g6357	OG0025847	accessory
NIC1810	g6358	OG0024419	accessory
NIC1810	g6359	OG0026387	accessory
NIC1810	g6360	OG0017208	accessory
NIC1810	g6361	OG0025619	accessory
NIC1810	g6362	OG0000395	accessory
NIC1810	g6363	OG0000277	core
NIC1810	g6382	OG0018523	accessory
NIC1810	g6383	OG0036203	accessory
NIC1810	g6384	OG0000006	accessory
NIC1810	g6385	OG0020767	accessory
NIC1810	g6386	OG0026219	accessory
NIC1810	g6387	OG0025151	accessory
NIC1810	g6388	OG0024916	accessory
NIC1810	g6389	OG0022815	accessory
NIC1810	g6390	OG0024860	accessory
NIC1810	g6391	OG0027717	accessory
NIC1810	g6392	OG0023238	accessory
NIC1810	g6393	OG0018153	accessory
NIC1810	g6394	OG0018153	accessory
NIC1810	g6395	OG0025111	accessory
NIC1810	g6396	OG0025416	accessory
NIC1810	g6397	OG0021513	accessory
NIC1810	g6398	OG0019335	accessory
NIC1810	g6399	OG0023493	accessory
NIC1810	g6422	OG0020276	accessory
NIC1810	g6423	OG0029518	accessory
NIC1810	g6424	OG0024122	accessory
NIC1810	g6425	OG0019484	accessory
NIC1810	g6426	OG0029235	accessory
NIC1810	g6427	OG0021163	accessory
NIC1810	g6428	OG0022706	accessory
NIC1810	g6429	OG0023509	accessory
NIC1810	g6430	OG0024360	accessory
NIC1810	g6431	OG0028241	accessory
NIC1810	g6432	OG0027116	accessory
NIC1810	g6433	OG0026720	accessory
NIC1810	g6434	OG0026044	accessory
NIC1810	g6435	OG0024360	accessory
NIC1810	g6436	OG0024360	accessory
NIC1810	g6437	OG0023873	accessory
NIC1810	g6438	OG0019484	accessory
NIC1810	g6439	OG0029713	accessory
NIC1810	g6440	OG0029712	accessory
NIC1810	g6441	OG0022119	accessory
NIC1810	g6442	OG0023337	accessory
NIC1810	g6443	OG0023337	accessory
NIC1810	g6444	OG0026920	accessory
NIC1810	g6445	OG0019147	accessory
NIC1810	g6446	OG0022300	accessory
NIC1810	g6447	OG0028170	accessory
NIC1810	g6448	OG0026502	accessory
NIC1810	g6449	OG0028480	accessory
NIC1810	g6450	OG0022043	accessory
NIC1810	g6451	OG0001121	core
NIC1810	g6452	OG0021046	accessory
NIC1810	g6453	OG0001990	core
NIC1810	g6455	OG0001102	core
NIC1810	g6456	OG0002579	core
NIC1810	g6472	OG0019373	accessory
NIC1810	g6473	OG0020511	accessory
NIC1810	g6474	OG0018103	accessory
NIC1810	g6475	OG0023758	accessory
NIC1810	g6476	OG0023035	accessory
NIC1810	g6477	OG0027168	accessory
NIC1810	g6478	OG0021467	accessory
NIC1810	g6479	OG0018366	accessory
NIC1810	g6480	OG0022596	accessory
NIC1810	g6481	OG0023209	accessory
NIC1810	g6482	OG0023796	accessory
NIC1810	g6483	OG0023219	accessory
NIC1810	g6484	OG0021204	accessory
NIC1810	g6485	OG0023396	accessory
NIC1810	g6486	OG0025687	accessory
NIC1810	g6487	OG0021916	accessory
NIC1810	g6488	OG0024512	accessory
NIC1810	g6489	OG0017649	accessory
NIC1810	g6490	OG0015674	accessory
NIC1810	g6491	OG0022423	accessory
NIC1810	g6492	OG0031122	accessory
NIC1810	g6493	OG0024094	accessory
NIC1810	g6494	OG0024162	accessory
NIC1810	g6495	OG0023301	accessory
NIC1810	g6496	OG0023354	accessory
NIC1810	g6497	OG0022734	accessory
NIC1810	g6498	OG0017817	accessory
NIC1810	g6499	OG0022185	accessory
NIC1810	g6500	OG0023850	accessory
NIC1810	g6501	OG0023012	accessory
NIC1810	g6502	OG0023358	accessory
NIC1810	g6503	OG0004061	core
NIC1810	g6504	OG0033664	accessory
NIC1810	g6505	OG0021450	accessory
NIC1810	g6506	OG0020983	accessory
NIC1810	g6507	OG0000208	accessory
NIC1810	g6508	OG0000208	accessory
NIC1810	g6509	OG0000286	accessory
NIC1810	g6510	OG0000286	accessory
NIC1810	g6511	OG0020153	accessory
NIC1810	g6512	OG0020939	accessory
NIC1810	g6513	OG0019479	accessory
NIC1810	g6514	OG0023448	accessory
NIC1810	g6515	OG0023023	accessory
NIC1810	g6516	OG0023774	accessory
NIC1810	g6518	OG0025260	accessory
NIC1810	g6519	OG0024807	accessory
NIC1810	g6520	OG0021831	accessory
NIC1810	g6521	OG0021831	accessory
NIC1810	g6522	OG0029203	private
NIC1810	g6523	OG0022788	accessory
NIC1810	g6524	OG0023408	accessory
NIC1810	g6525	OG0023233	accessory
NIC1810	g6526	OG0022162	accessory
NIC1810	g6527	OG0020700	accessory
NIC1810	g6528	OG0024234	accessory
NIC1810	g6529	OG0025863	accessory
NIC1810	g6530	OG0022170	accessory
NIC1810	g6531	OG0019121	accessory
NIC1810	g6532	OG0020592	accessory
NIC1810	g6533	OG0020300	accessory
NIC1810	g6534	OG0020641	accessory
NIC1810	g6535	OG0020215	accessory
NIC1810	g6536	OG0021505	accessory
NIC1810	g6537	OG0021838	accessory
NIC1810	g6538	OG0022797	accessory
NIC1810	g6539	OG0022294	accessory
NIC1810	g6540	OG0021985	accessory
NIC1810	g6541	OG0017180	accessory
NIC1810	g6542	OG0021417	accessory
NIC1810	g6543	OG0023405	accessory
NIC1810	g6544	OG0020976	accessory
NIC1810	g6545	OG0021029	accessory
NIC1810	g6546	OG0023803	accessory
NIC1810	g6547	OG0022458	accessory
NIC1810	g6548	OG0021766	accessory
NIC1810	g6549	OG0022027	accessory
NIC1810	g6550	OG0022886	accessory
NIC1810	g6551	OG0022380	accessory
NIC1810	g6552	OG0019054	accessory
NIC1810	g6553	OG0022715	accessory
