strain	gene	class
JU2001	g2296	accessory
JU2001	g2297	accessory
JU2001	g2298	accessory
JU2001	g2440	accessory
JU2001	g2441	accessory
JU2001	g2442	core
JU2001	g2531	accessory
JU2001	g2532	accessory
JU2001	g2533	accessory
JU2001	g2534	accessory
JU2001	g2535	accessory
JU2001	g2536	accessory
JU2001	g2537	accessory
JU2001	g2538	accessory
JU2001	g2539	accessory
JU2001	g2540	accessory
JU2001	g2541	accessory
JU2001	g2542	accessory
JU2001	g2543	accessory
JU2001	g2544	accessory
JU2001	g2545	accessory
JU2001	g2546	accessory
JU2001	g2547	accessory
JU2001	g2548	accessory
JU2001	g2549	accessory
JU2001	g2550	accessory
JU2001	g2551	core
JU2001	g2552	core
JU2001	g2553	accessory
JU2001	g2554	core
JU2001	g2555	core
JU2001	g2556	core
JU2001	g2557	core
JU2001	g2575	accessory
JU2001	g2576	accessory
JU2001	g2577	accessory
JU2001	g2578	accessory
JU2001	g2579	accessory
JU2001	g2580	accessory
JU2001	g2581	accessory
JU2001	g2582	accessory
JU2001	g2583	accessory
JU2001	g2584	accessory
JU2001	g2585	accessory
JU2001	g2586	accessory
JU2001	g2587	accessory
JU2001	g2588	accessory
JU2001	g2589	accessory
JU2001	g2590	accessory
JU2001	g2591	accessory
JU2001	g2592	accessory
JU2001	g2593	accessory
JU2001	g2594	accessory
JU2001	g2595	accessory
JU2001	g2596	accessory
JU2001	g2597	accessory
JU2001	g2598	accessory
JU2001	g2599	accessory
JU2001	g2600	accessory
JU2001	g2601	accessory
JU2001	g2602	accessory
JU2001	g2603	accessory
JU2001	g2604	accessory
JU2001	g2605	accessory
JU2001	g2606	accessory
JU2001	g2607	accessory
JU2001	g2608	core
JU2001	g2609	core
JU2001	g2610	accessory
JU2001	g2611	accessory
JU2001	g2728	core
JU2001	g2729	core
JU2001	g2730	accessory
JU2001	g2731	accessory
JU2001	g2732	accessory
JU2001	g2733	accessory
JU2001	g2734	accessory
JU2001	g2735	core
JU2001	g2736	accessory
JU2001	g2737	accessory
JU2001	g2738	accessory
JU2001	g2739	accessory
JU2001	g2740	core
JU2001	g2741	core
JU2001	g2742	core
JU2001	g2743	core
JU2001	g2744	accessory
JU2001	g2745	accessory
JU2001	g2746	core
JU2001	g2757	core
JU2001	g2758	accessory
JU2001	g2759	accessory
JU2001	g2760	core
JU2001	g2761	accessory
JU2001	g2762	accessory
JU2001	g2763	core
JU2001	g2764	core
JU2001	g2765	accessory
JU2001	g2766	core
JU2001	g2767	accessory
JU2001	g2768	accessory
JU2001	g2769	accessory
JU2001	g2771	accessory
JU2001	g2772	accessory
JU2001	g2773	accessory
JU2001	g2774	accessory
JU2001	g2775	accessory
JU2001	g2776	core
JU2001	g5670	core
JU2001	g5671	core
JU2001	g5933	accessory
JU2001	g5934	accessory
JU2001	g5935	accessory
JU2001	g5936	accessory
JU2001	g5944	accessory
JU2001	g5945	core
JU2001	g5946	core
JU2001	g5947	accessory
JU2001	g5948	accessory
JU2001	g5949	accessory
JU2001	g5950	accessory
JU2001	g5951	accessory
JU2001	g5952	accessory
JU2001	g5953	accessory
JU2001	g5954	accessory
JU2001	g5955	accessory
JU2001	g5956	accessory
JU2001	g5957	accessory
JU2001	g5958	accessory
JU2001	g5959	core
JU2001	g5960	core
JU2001	g5961	core
JU2001	g5966	accessory
JU2001	g5977	core
JU2001	g5978	core
JU2001	g5980	core
JU2001	g6004	accessory
JU2001	g6005	core
JU2001	g6007	core
JU2001	g6108	core
JU2001	g6109	core
JU2001	g6110	core
JU2001	g6133	core
JU2001	g6134	core
JU2001	g7408	accessory
JU2001	g7409	accessory
JU2001	g7410	accessory
JU2001	g7411	accessory
JU2001	g7412	accessory
JU2001	g7413	accessory
JU2001	g7414	accessory
JU2001	g7415	accessory
JU2001	g7416	accessory
JU2001	g7417	accessory
JU2001	g7418	core
JU2001	g7419	accessory
JU2001	g7420	core
JU2001	g7421	accessory
JU2001	g7422	accessory
JU2001	g7426	accessory
JU2001	g7427	accessory
JU2001	g7428	accessory
JU2001	g7429	accessory
JU2001	g7430	accessory
JU2001	g7431	accessory
JU2001	g7432	accessory
JU2001	g7433	accessory
JU2001	g7434	core
JU2001	g7435	core
JU2001	g7439	core
JU2001	g7440	private
JU2001	g7465	core
JU2001	g7466	core
JU2001	g7467	core
JU2001	g7468	accessory
JU2001	g7557	accessory
JU2001	g7558	core
JU2001	g7559	accessory
JU2001	g7560	accessory
JU2001	g7572	accessory
JU2001	g7573	accessory
JU2001	g7574	accessory
JU2001	g7575	accessory
JU2001	g7576	accessory
JU2001	g7577	accessory
JU2001	g7578	accessory
JU2001	g7579	accessory
JU2001	g7580	accessory
JU2001	g7581	accessory
JU2001	g7582	accessory
JU2001	g7583	accessory
JU2001	g7584	accessory
JU2001	g7585	accessory
JU2001	g7586	core
JU2001	g7587	accessory
JU2001	g7588	accessory
JU2001	g7589	accessory
JU2001	g7590	accessory
JU2001	g7591	accessory
JU2001	g7705	core
JU2001	g7706	accessory
JU2001	g7707	core
JU2001	g7839	accessory
JU2001	g7840	accessory
JU2001	g7841	accessory
JU2001	g7842	accessory
JU2001	g7843	accessory
JU2001	g7914	accessory
JU2001	g7915	accessory
JU2001	g7916	accessory
JU2001	g7917	accessory
JU2001	g7918	accessory
JU2001	g7919	accessory
JU2001	g7920	accessory
JU2001	g7921	core
JU2001	g7927	accessory
JU2001	g7944	core
JU2001	g7945	accessory
JU2001	g7946	accessory
JU2001	g7947	accessory
JU2001	g7989	accessory
JU2001	g7990	accessory
JU2001	g7991	accessory
JU2001	g7992	accessory
JU2001	g7993	accessory
JU2001	g7994	accessory
JU2001	g7995	accessory
JU2001	g7996	accessory
JU2001	g7997	accessory
JU2001	g7998	accessory
JU2001	g7999	accessory
JU2001	g8000	accessory
JU2001	g8001	accessory
JU2001	g8002	accessory
JU2001	g8003	accessory
JU2001	g8004	accessory
JU2001	g8005	accessory
JU2001	g8006	accessory
JU2001	g8007	accessory
JU2001	g8008	accessory
JU2001	g8009	accessory
JU2001	g8010	accessory
JU2001	g8011	accessory
JU2001	g8012	accessory
JU2001	g8013	accessory
JU2001	g8014	accessory
JU2001	g8015	accessory
JU2001	g8016	accessory
JU2001	g8017	accessory
JU2001	g8018	accessory
JU2001	g8019	accessory
JU2001	g8020	accessory
JU2001	g8021	accessory
JU2001	g8022	accessory
JU2001	g8023	accessory
JU2001	g8024	accessory
JU2001	g8025	accessory
JU2001	g8026	accessory
JU2001	g8027	accessory
JU2001	g8028	accessory
JU2001	g8029	accessory
JU2001	g8030	accessory
JU2001	g8031	accessory
JU2001	g8032	accessory
JU2001	g8033	accessory
JU2001	g8034	accessory
JU2001	g8035	accessory
JU2001	g8036	accessory
JU2001	g8037	accessory
JU2001	g8038	accessory
JU2001	g8039	accessory
JU2001	g8040	accessory
JU2001	g8041	accessory
JU2001	g8042	accessory
JU2001	g8043	accessory
JU2001	g8044	accessory
JU2001	g8045	accessory
JU2001	g8046	accessory
JU2001	g8047	accessory
JU2001	g8048	accessory
JU2001	g8049	accessory
JU2001	g8050	accessory
JU2001	g8051	accessory
JU2001	g8052	accessory
JU2001	g8053	accessory
JU2001	g8054	accessory
JU2001	g8055	accessory
JU2001	g8056	accessory
JU2001	g8057	accessory
JU2001	g8058	accessory
JU2001	g8059	accessory
JU2001	g8060	accessory
JU2001	g8061	accessory
JU2001	g8062	accessory
JU2001	g8063	accessory
JU2001	g8064	accessory
JU2001	g8065	accessory
JU2001	g8066	accessory
JU2001	g8067	accessory
JU2001	g8068	accessory
JU2001	g8069	accessory
JU2001	g8070	accessory
JU2001	g8071	accessory
JU2001	g8072	accessory
JU2001	g8073	accessory
JU2001	g8074	accessory
JU2001	g8075	accessory
JU2001	g8076	accessory
JU2001	g8077	accessory
JU2001	g8078	accessory
JU2001	g8079	accessory
JU2001	g8080	accessory
JU2001	g8080	accessory
JU2001	g8081	accessory
JU2001	g8081	accessory
JU2001	g8082	accessory
JU2001	g8082	accessory
JU2001	g8083	accessory
JU2001	g8083	accessory
JU2001	g8084	accessory
JU2001	g8084	accessory
JU2001	g8085	accessory
JU2001	g8085	accessory
JU2001	g8086	accessory
JU2001	g8086	accessory
JU2001	g8087	private
JU2001	g8087	private
JU2001	g8088	accessory
JU2001	g8088	accessory
JU2001	g8089	private
JU2001	g8089	private
JU2001	g8090	accessory
JU2001	g8090	accessory
JU2001	g8091	accessory
JU2001	g8091	accessory
JU2001	g8092	accessory
JU2001	g8092	accessory
JU2001	g8093	accessory
JU2001	g8093	accessory
JU2001	g8094	accessory
JU2001	g8094	accessory
JU2001	g8095	accessory
JU2001	g8095	accessory
JU2001	g8096	accessory
JU2001	g8096	accessory
JU2001	g8097	accessory
JU2001	g8097	accessory
JU2001	g8098	accessory
JU2001	g8098	accessory
JU2001	g8099	accessory
JU2001	g8099	accessory
JU2001	g8100	accessory
JU2001	g8100	accessory
JU2001	g8101	accessory
JU2001	g8101	accessory
JU2001	g8102	accessory
JU2001	g8102	accessory
JU2001	g8103	accessory
JU2001	g8103	accessory
JU2001	g8104	accessory
JU2001	g8105	accessory
JU2001	g8106	accessory
JU2001	g8107	accessory
JU2001	g8108	accessory
JU2001	g8109	accessory
JU2001	g8110	accessory
JU2001	g8111	accessory
JU2001	g8112	accessory
JU2001	g8113	accessory
JU2001	g8114	accessory
JU2001	g8115	accessory
JU2001	g8116	accessory
JU2001	g8117	accessory
JU2001	g8118	accessory
JU2001	g8119	accessory
JU2001	g8119	accessory
JU2001	g8120	accessory
JU2001	g8120	accessory
JU2001	g8121	accessory
JU2001	g8121	accessory
JU2001	g8122	accessory
JU2001	g8122	accessory
JU2001	g8123	accessory
JU2001	g8123	accessory
JU2001	g8124	accessory
JU2001	g8124	accessory
JU2001	g8125	accessory
JU2001	g8125	accessory
JU2001	g8126	accessory
JU2001	g8126	accessory
JU2001	g8127	accessory
JU2001	g8127	accessory
JU2001	g8128	accessory
JU2001	g8128	accessory
JU2001	g8129	accessory
JU2001	g8129	accessory
JU2001	g8130	accessory
JU2001	g8130	accessory
JU2001	g8131	accessory
JU2001	g8131	accessory
JU2001	g8132	accessory
JU2001	g8132	accessory
JU2001	g8133	accessory
JU2001	g8133	accessory
JU2001	g8134	accessory
JU2001	g8134	accessory
JU2001	g8135	accessory
JU2001	g8135	accessory
JU2001	g8136	accessory
JU2001	g8137	accessory
JU2001	g8138	accessory
JU2001	g8139	accessory
JU2001	g8140	accessory
JU2001	g8297	accessory
JU2001	g8298	accessory
JU2001	g8391	core
JU2001	g8392	core
JU2001	g8393	accessory
JU2001	g8394	core
JU2001	g8462	core
JU2001	g8463	core
JU2001	g8464	core
JU2001	g8465	accessory
JU2001	g8466	core
JU2001	g8467	core
JU2001	g8511	core
JU2001	g8512	core
JU2001	g8513	accessory
JU2001	g8514	core
JU2001	g8530	core
JU2001	g8531	accessory
JU2001	g8532	accessory
JU2001	g9452	core
JU2001	g9453	accessory
JU2001	g9454	core
JU2001	g9455	core
JU2001	g9456	accessory
JU2001	g9494	core
JU2001	g9495	core
JU2001	g9496	core
JU2001	g9511	core
JU2001	g9512	accessory
JU2001	g9651	core
JU2001	g9652	core
JU2001	g9653	core
JU2001	g9654	accessory
JU2001	g9728	core
JU2001	g9729	core
JU2001	g12483	core
JU2001	g12823	accessory
JU2001	g12824	core
JU2001	g12825	core
JU2001	g12826	accessory
JU2001	g12965	core
JU2001	g13351	accessory
JU2001	g13352	core
JU2001	g13353	accessory
JU2001	g13354	core
JU2001	g13961	core
JU2001	g13962	core
JU2001	g13963	core
JU2001	g13964	core
JU2001	g13965	accessory
JU2001	g13966	core
JU2001	g13967	core
JU2001	g13968	core
JU2001	g13969	accessory
JU2001	g13970	accessory
JU2001	g13971	accessory
JU2001	g13972	core
JU2001	g13973	accessory
JU2001	g16926	core
JU2001	g16927	accessory
JU2001	g16928	core
JU2001	g16929	core
JU2001	g16930	core
JU2001	g17043	accessory
JU2001	g17044	accessory
JU2001	g17045	accessory
JU2001	g17046	accessory
JU2001	g17047	accessory
JU2001	g17048	core
JU2001	g17114	core
JU2001	g17115	core
JU2001	g17116	accessory
JU2001	g17117	accessory
JU2001	g17118	accessory
JU2001	g17119	accessory
JU2001	g17120	core
JU2001	g17121	core
JU2001	g17122	core
JU2001	g17123	core
JU2001	g17124	core
JU2001	g17125	accessory
JU2001	g17126	accessory
JU2001	g17127	accessory
JU2001	g17128	accessory
JU2001	g17129	accessory
JU2001	g17130	core
JU2001	g17131	accessory
JU2001	g17132	core
JU2001	g17133	core
JU2001	g17134	core
JU2001	g17135	core
JU2001	g17136	core
JU2001	g17137	core
JU2001	g17138	core
JU2001	g17139	core
JU2001	g17140	core
JU2001	g17141	accessory
JU2001	g17142	accessory
JU2001	g17143	accessory
JU2001	g17144	core
JU2001	g17145	accessory
JU2001	g17146	core
JU2001	g17147	core
JU2001	g17148	accessory
JU2001	g17149	accessory
JU2001	g17150	accessory
JU2001	g17151	accessory
JU2001	g17152	accessory
JU2001	g17153	accessory
JU2001	g17154	core
JU2001	g17155	accessory
JU2001	g17156	core
JU2001	g17157	accessory
JU2001	g17158	accessory
JU2001	g17159	accessory
JU2001	g17160	core
JU2001	g17161	accessory
JU2001	g17162	core
JU2001	g17163	accessory
JU2001	g17164	accessory
JU2001	g17165	core
JU2001	g17166	accessory
JU2001	g17167	accessory
JU2001	g17168	accessory
JU2001	g17169	core
JU2001	g17170	accessory
JU2001	g17171	accessory
JU2001	g17172	accessory
JU2001	g17173	accessory
JU2001	g17174	accessory
JU2001	g17175	accessory
JU2001	g17176	accessory
JU2001	g17177	core
JU2001	g17178	core
JU2001	g17179	accessory
JU2001	g17180	core
JU2001	g17181	accessory
JU2001	g17182	core
JU2001	g17183	accessory
JU2001	g17184	accessory
JU2001	g17185	accessory
JU2001	g17186	accessory
JU2001	g17187	accessory
JU2001	g17188	accessory
JU2001	g17189	accessory
JU2001	g17190	accessory
JU2001	g17195	accessory
JU2001	g17196	core
JU2001	g17197	accessory
JU2001	g17198	accessory
JU2001	g17199	core
JU2001	g17204	core
JU2001	g17205	accessory
JU2001	g17206	accessory
JU2001	g17207	accessory
JU2001	g17208	accessory
JU2001	g17209	accessory
JU2001	g17210	core
JU2001	g17211	core
JU2001	g17212	accessory
JU2001	g17213	core
JU2001	g17214	accessory
JU2001	g17215	accessory
JU2001	g17216	core
JU2001	g17217	core
JU2001	g17218	core
JU2001	g17219	core
JU2001	g17220	core
JU2001	g17221	core
JU2001	g17222	core
JU2001	g17223	core
JU2001	g17224	accessory
JU2001	g17225	accessory
JU2001	g17226	accessory
JU2001	g17227	accessory
JU2001	g17228	core
JU2001	g17229	accessory
JU2001	g17230	core
JU2001	g17231	accessory
JU2001	g17232	core
JU2001	g17233	core
JU2001	g17234	core
JU2001	g17235	core
JU2001	g17236	accessory
JU2001	g17237	core
JU2001	g17238	core
JU2001	g17239	core
JU2001	g17240	core
JU2001	g17241	core
JU2001	g17242	accessory
JU2001	g17243	accessory
JU2001	g17244	accessory
JU2001	g17245	core
JU2001	g17246	accessory
JU2001	g17247	core
JU2001	g17248	core
JU2001	g17249	core
JU2001	g17331	accessory
JU2001	g17332	core
JU2001	g17333	core
JU2001	g17441	core
JU2001	g17442	accessory
JU2001	g17443	accessory
JU2001	g17444	core
JU2001	g17665	core
JU2001	g17666	core
JU2001	g17749	accessory
JU2001	g17750	accessory
JU2001	g17751	accessory
JU2001	g17752	accessory
JU2001	g17753	accessory
JU2001	g17754	core
JU2001	g17755	accessory
JU2001	g17756	accessory
JU2001	g17757	accessory
JU2001	g17758	accessory
JU2001	g17759	accessory
JU2001	g17760	core
JU2001	g17761	core
JU2001	g17762	accessory
JU2001	g17763	accessory
JU2001	g17764	accessory
JU2001	g17765	accessory
JU2001	g17794	core
JU2001	g17795	core
JU2001	g17796	core
JU2001	g17797	accessory
JU2001	g17798	core
JU2001	g17799	accessory
JU2001	g17800	accessory
JU2001	g17801	core
JU2001	g17802	accessory
JU2001	g17803	accessory
JU2001	g17804	core
JU2001	g17805	accessory
JU2001	g17806	accessory
JU2001	g17807	accessory
JU2001	g17808	accessory
JU2001	g17809	accessory
JU2001	g17810	accessory
JU2001	g17811	accessory
JU2001	g17812	accessory
JU2001	g17813	accessory
JU2001	g17814	core
JU2001	g17815	accessory
JU2001	g17816	accessory
JU2001	g17817	accessory
JU2001	g17818	accessory
JU2001	g17819	accessory
JU2001	g17820	accessory
JU2001	g17821	accessory
JU2001	g17822	accessory
JU2001	g17823	accessory
JU2001	g17824	accessory
JU2001	g17825	accessory
JU2001	g17826	accessory
JU2001	g17827	accessory
JU2001	g17828	accessory
JU2001	g17829	accessory
JU2001	g17830	accessory
JU2001	g17831	accessory
JU2001	g17832	accessory
JU2001	g17833	accessory
JU2001	g17834	accessory
JU2001	g17835	accessory
JU2001	g17836	accessory
JU2001	g17884	core
JU2001	g17885	core
JU2001	g17886	core
JU2001	g17887	accessory
JU2001	g17888	accessory
JU2001	g17889	accessory
JU2001	g17892	accessory
JU2001	g17893	accessory
JU2001	g17894	accessory
JU2001	g17895	accessory
JU2001	g17896	accessory
JU2001	g17897	core
JU2001	g17898	accessory
JU2001	g17899	accessory
JU2001	g17900	accessory
JU2001	g17901	accessory
JU2001	g17902	core
JU2001	g17903	accessory
JU2001	g17904	core
JU2001	g17905	core
JU2001	g17906	core
JU2001	g17907	core
JU2001	g17908	core
JU2001	g17909	accessory
JU2001	g17910	core
JU2001	g17911	accessory
JU2001	g17912	accessory
JU2001	g17913	accessory
JU2001	g17914	accessory
JU2001	g17915	accessory
JU2001	g17916	accessory
JU2001	g17917	core
JU2001	g18006	core
JU2001	g18007	core
JU2001	g18008	accessory
JU2001	g18009	accessory
JU2001	g18010	core
JU2001	g18011	accessory
JU2001	g18012	core
JU2001	g18013	accessory
JU2001	g18014	accessory
JU2001	g18015	core
JU2001	g18016	core
JU2001	g18017	accessory
JU2001	g18018	accessory
JU2001	g18019	accessory
JU2001	g18020	accessory
JU2001	g18021	accessory
JU2001	g18022	accessory
JU2001	g18023	accessory
JU2001	g18024	accessory
JU2001	g18025	accessory
JU2001	g18026	core
JU2001	g18027	accessory
JU2001	g18028	accessory
JU2001	g18029	accessory
JU2001	g18030	accessory
JU2001	g18031	accessory
JU2001	g18032	accessory
JU2001	g18033	accessory
JU2001	g18034	accessory
JU2001	g18035	accessory
JU2001	g18036	accessory
JU2001	g18037	accessory
JU2001	g18038	accessory
JU2001	g18039	accessory
JU2001	g18040	core
JU2001	g18041	accessory
JU2001	g18042	core
JU2001	g18043	core
JU2001	g18044	accessory
JU2001	g18045	core
JU2001	g18046	core
JU2001	g18047	core
JU2001	g18048	core
JU2001	g18049	accessory
JU2001	g18050	accessory
JU2001	g18051	accessory
JU2001	g18052	accessory
JU2001	g18053	accessory
JU2001	g18113	core
JU2001	g18114	core
JU2001	g18115	accessory
JU2001	g18116	accessory
JU2001	g18117	accessory
JU2001	g18118	accessory
JU2001	g18119	accessory
JU2001	g18120	accessory
JU2001	g18121	accessory
JU2001	g18122	accessory
JU2001	g18123	accessory
JU2001	g18124	accessory
JU2001	g18125	accessory
JU2001	g18126	accessory
JU2001	g18127	core
JU2001	g18128	core
JU2001	g18129	core
JU2001	g18130	accessory
JU2001	g18131	core
JU2001	g18132	accessory
JU2001	g18133	accessory
JU2001	g18134	core
JU2001	g18141	core
JU2001	g18142	accessory
JU2001	g18143	accessory
JU2001	g18144	accessory
JU2001	g18160	accessory
JU2001	g18161	accessory
JU2001	g18162	accessory
JU2001	g18163	accessory
JU2001	g18164	accessory
JU2001	g18269	accessory
JU2001	g18270	core
JU2001	g18271	core
JU2001	g19650	accessory
JU2001	g19651	accessory
JU2001	g19652	accessory
JU2001	g19653	accessory
JU2001	g19686	core
JU2001	g19852	accessory
JU2001	g19853	core
JU2001	g19854	core
JU2001	g19855	core
JU2001	g21965	accessory
JU2001	g21966	accessory
JU2001	g22151	core
JU2001	g22152	accessory
JU2001	g22153	accessory
JU2001	g22154	core
JU2001	g22155	core
JU2001	g22156	accessory
JU2001	g22157	accessory
JU2001	g22158	accessory
JU2001	g22159	accessory
JU2001	g22177	accessory
JU2001	g22178	accessory
JU2001	g22179	accessory
JU2001	g22180	accessory
JU2001	g22181	core
JU2001	g22194	accessory
JU2001	g22195	accessory
JU2001	g22196	accessory
JU2001	g22197	accessory
JU2001	g22198	accessory
JU2001	g22199	accessory
JU2001	g22336	core
JU2001	g22337	core
JU2001	g22356	accessory
JU2001	g22357	core
JU2526	g130	core
JU2526	g131	core
JU2526	g132	core
JU2526	g133	core
JU2526	g134	accessory
JU2526	g135	core
JU2526	g136	accessory
JU2526	g137	private
JU2526	g138	accessory
JU2526	g139	accessory
JU2526	g140	accessory
JU2526	g141	accessory
JU2526	g142	accessory
JU2526	g143	accessory
JU2526	g144	accessory
JU2526	g145	core
JU2526	g146	core
JU2526	g147	accessory
JU2526	g148	core
JU2526	g149	core
JU2526	g150	core
JU2526	g151	accessory
JU2526	g152	accessory
JU2526	g153	accessory
JU2526	g154	accessory
JU2526	g155	core
JU2526	g156	core
JU2526	g157	core
JU2526	g158	accessory
JU2526	g159	accessory
JU2526	g160	accessory
JU2526	g161	core
JU2526	g162	accessory
JU2526	g163	core
JU2526	g164	core
JU2526	g165	core
JU2526	g166	accessory
JU2526	g167	core
JU2526	g168	accessory
JU2526	g169	accessory
JU2526	g170	accessory
JU2526	g217	core
JU2526	g218	accessory
JU2526	g219	accessory
JU2526	g220	accessory
JU2526	g221	accessory
JU2526	g222	accessory
JU2526	g353	core
JU2526	g354	core
JU2526	g355	core
JU2526	g356	accessory
JU2526	g357	core
JU2526	g365	accessory
JU2526	g366	core
JU2526	g367	core
JU2526	g368	accessory
JU2526	g369	core
JU2526	g370	core
JU2526	g449	accessory
JU2526	g450	accessory
JU2526	g451	accessory
JU2526	g452	accessory
JU2526	g453	accessory
JU2526	g454	core
JU2526	g455	core
JU2526	g456	accessory
JU2526	g457	core
JU2526	g458	core
JU2526	g459	core
JU2526	g586	accessory
JU2526	g587	core
JU2526	g588	core
JU2526	g589	core
JU2526	g590	core
JU2526	g591	core
JU2526	g592	accessory
JU2526	g593	accessory
JU2526	g594	accessory
JU2526	g595	accessory
JU2526	g596	accessory
JU2526	g597	accessory
JU2526	g598	accessory
JU2526	g599	core
JU2526	g600	core
JU2526	g601	accessory
